 #, Operadora, Simcard, IMEI, Mensalidade, Credito, Consumo 60 dias, Data Ativacao, IP, ICCID, Saldo, Consumo, Ultima Conexao, Status
430,VIVO,'5511950213420,,5.1,0,40,10/4/2019,10.144.48.85,'89551080137011329496,40,0,15/2/2019 21:43,Ativo
431,VIVO,'5511950206452,/ 351608084986950,5.1,0,40,6/3/2019,10.145.67.102,'89551080137011329488,3.984.741,0.15,5/8/2019 11:00,Ativo
432,VIVO,'5511944973945,/ 864893031718370,5.1,0,40,27/2/2019,10.146.245.197,'89551080137011329470,40,0,23/7/2019 16:50,Ativo
433,VIVO,'5511944970157,/ 864893031716500,5.1,0,40,27/2/2019,10.144.203.98,'89551080137011329462,3.857.792,1.4,5/8/2019 15:16,Ativo
434,VIVO,'5511944949517,/ 864893031716430,5.1,0,40,27/2/2019,10.144.214.83,'89551080137011329454,3.528.978,4.71,5/8/2019 14:03,Ativo
435,VIVO,'5511944942143,/ 864893031325600,5.1,0,40,27/2/2019,10.145.242.111,'89551080137011329447,3.856.572,1.41,5/8/2019 18:10,Ativo
436,VIVO,'5511944829450,/ 355126074323750,5.1,0,40,6/3/2019,10.146.1.124,'89551080137011329439,3.795.878,2.04,5/8/2019 21:00,Ativo
437,VIVO,'5511944829079,/ 864893031325550,5.1,0,40,22/2/2019,10.146.253.6,'89551080137011329421,3.874.428,1.25,4/8/2019 00:24,Ativo
438,VIVO,'5511944750716,/ 864893031325630,5.1,0,40,22/2/2019,10.146.188.190,'89551080137011329413,3.491.894,5.08,5/8/2019 18:25,Ativo
439,VIVO,'5511944643522,/ 864893031325080,5.1,0,40,14/2/2019,10.146.39.203,'89551080137011052437,3.839.572,1.58,5/8/2019 19:53,Ativo
440,VIVO,'5511944636004,/ 864893031715810,5.1,0,40,14/2/2019,10.144.254.238,'89551080137011052429,3.857.943,1.4,5/8/2019 14:06,Ativo
441,VIVO,'5511944628775,/ 864893031325230,5.1,0,40,14/2/2019,10.145.184.65,'89551080137011052411,3.801.801,1.96,5/8/2019 14:54,Ativo
442,VIVO,'5511944627142,/ 864893031716620,5.1,0,40,14/2/2019,10.144.118.241,'89551080137011052403,3.823.787,1.74,5/8/2019 17:27,Ativo
443,VIVO,'5511944616473,/ 864893031325460,5.1,0,40,14/2/2019,10.144.200.72,'89551080137011052387,3.824.209,1.74,5/8/2019 17:20,Ativo
444,VIVO,'5511944615125,/ 355126073845560,5.1,0,40,22/2/2019,10.145.77.183,'89551080137011329405,3.801.201,1.99,5/8/2019 21:01,Ativo
445,VIVO,'5511944611850,/ 864893031325450,5.1,0,40,14/2/2019,10.146.118.242,'89551080137011052379,3.824.513,1.75,5/8/2019 21:03,Ativo
446,VIVO,'5511944597471,,5.1,0,40,14/2/2019,10.146.245.214,'89551080137011052361,40,0,11/2/2019 13:32,Ativo
447,VIVO,'5511944595169,/ 864180032177300,5.1,0,40,14/2/2019,10.145.195.149,'89551080137011052353,3.975.518,0.24,5/8/2019 20:08,Ativo
448,VIVO,'5511944588220,,5.1,0,40,14/2/2019,10.146.110.156,'89551080137011052346,40,0,11/2/2019 12:51,Ativo
449,VIVO,'5511944579612,/ 355126077131180,5.1,0,40,14/2/2019,10.146.212.35,'89551080137011052338,3.685.704,3.13,5/8/2019 21:00,Ativo
450,VIVO,'5511944571618,/ 355126072043420,5.1,0,40,11/3/2019,10.146.198.21,'89551080137011329397,3.664.486,3.34,5/8/2019 21:00,Ativo
451,VIVO,'5511944564728,,5.1,0,40,14/2/2019,10.146.222.178,'89551080137011052320,40,0,11/2/2019 13:24,Ativo
452,VIVO,'5511944562472,/ 864893031313320,5.1,0,40,14/2/2019,10.146.140.125,'89551080137011052312,40,0,26/7/2019 13:39,Ativo
453,VIVO,'5511944561589,/ 355126076312640,5.1,0,40,14/2/2019,10.146.9.113,'89551080137011052304,3.823.226,1.77,5/8/2019 21:00,Ativo
454,VIVO,'5511944560907,/ 864893031717760,5.1,0,40,14/2/2019,10.145.199.188,'89551080137011052296,3.837.008,1.61,5/8/2019 17:27,Ativo
455,VIVO,'5511944558588,/ 864893031717100,5.1,0,40,14/2/2019,10.144.210.42,'89551080137011052288,3.956.786,0.43,5/8/2019 20:37,Ativo
456,VIVO,'5511944542960,,5.1,0,40,9/4/2019,10.144.61.22,'89551080137011329389,40,0,13/2/2019 23:23,Ativo
457,VIVO,'5511944540942,/ 864893031716130,5.1,0,40,14/2/2019,10.146.77.169,'89551080137011052270,3.857.254,1.4,5/8/2019 14:14,Ativo
458,VIVO,'5511944540402,,5.1,0,40,10/4/2019,10.146.14.144,'89551080137011329371,40,0,15/2/2019 21:25,Ativo
459,VIVO,'5511944538524,,5.1,0,40,10/4/2019,10.145.109.248,'89551080137011329363,40,0,15/2/2019 21:48,Ativo
460,VIVO,'5511944534057,,5.1,0,40,10/4/2019,10.145.251.27,'89551080137011329355,40,0,15/2/2019 21:59,Ativo
461,VIVO,'5511944482287,,5.1,0,40,10/4/2019,10.145.230.197,'89551080137011329348,40,0,15/2/2019 21:25,Ativo
462,VIVO,'5511944469895,,5.1,0,40,10/4/2019,10.146.0.36,'89551080137011329330,40,0,15/2/2019 21:43,Ativo
463,VIVO,'5511944464326,/ 864893031313470,5.1,0,40,10/4/2019,10.144.185.52,'89551080137011329322,3.824.547,1.73,5/8/2019 19:57,Ativo
464,VIVO,'5511944460771,,5.1,0,40,9/4/2019,10.145.92.107,'89551080137011329314,40,0,13/2/2019 23:16,Ativo
465,VIVO,'5511944449679,,5.1,0,40,10/4/2019,10.144.218.53,'89551080137011329306,40,0,15/2/2019 21:43,Ativo
466,VIVO,'5511944428319,/ 864893031313290,5.1,0,40,10/4/2019,10.144.213.28,'89551080137011329298,3.907.106,0.93,5/8/2019 21:01,Ativo
467,VIVO,'5511943994879,/ 355126073215300,5.1,0,40,10/4/2019,10.146.173.145,'89551080137011329280,40,0,16/7/2019 09:07,Ativo
468,VIVO,'5511943968692,/ 864893031716820,5.1,0,40,14/2/2019,10.144.170.34,'89551080137011052262,3.847.558,1.5,5/8/2019 17:32,Ativo
469,VIVO,'5511943962201,/ 355371022515590,5.1,0,40,15/3/2019,10.146.85.196,'89551080137011329272,40,0,13/6/2019 11:14,Ativo
470,VIVO,'5511943955246,/ 864893031716650,5.1,0,40,14/2/2019,10.145.91.116,'89551080137011052254,3.804.329,1.93,5/8/2019 17:55,Ativo
471,VIVO,'5511943939695,/ 864893031717200,5.1,0,40,14/2/2019,10.146.99.50,'89551080137011052247,3.993.562,0.06,5/8/2019 06:51,Ativo
472,VIVO,'5511943907280,/ 355371023210840,5.1,0,40,15/3/2019,10.144.223.18,'89551080137011329264,3.963.284,0.37,5/8/2019 18:00,Ativo
473,VIVO,'5511943906971,/ 351628090855040,5.1,0,40,15/3/2019,10.145.210.109,'89551080137011329256,3.895.244,1.05,5/8/2019 20:41,Ativo
474,VIVO,'5511943885200,,5.1,0,40,10/4/2019,10.145.69.16,'89551080137011329249,40,0,15/2/2019 21:43,Ativo
475,VIVO,'5511943854192,/ 864893032961420,5.1,0,40,9/4/2019,10.145.103.79,'89551080137011329231,3.857.456,1.4,5/8/2019 20:14,Ativo
476,VIVO,'5511943845166,/ 355126078071130,5.1,0,40,10/4/2019,10.146.248.41,'89551080137011329223,3.945.887,0.54,5/8/2019 21:31,Ativo
477,VIVO,'5511943826896,/ 355126076629010,5.1,0,40,10/4/2019,10.146.208.90,'89551080137011329215,3.861.231,1.39,5/8/2019 21:01,Ativo
478,VIVO,'5511943822235,/ 864893032966370,5.1,0,40,10/4/2019,10.145.244.170,'89551080137011329207,3.792.425,2.07,5/8/2019 19:45,Ativo
479,VIVO,'5511943818909,,5.1,0,40,10/4/2019,10.145.46.71,'89551080137011329199,40,0,15/2/2019 21:59,Ativo
480,VIVO,'5511943818428,/ 355126070380170,5.1,0,40,14/3/2019,10.144.238.128,'89551080137011329181,3.729.067,2.7,5/8/2019 15:12,Ativo
481,VIVO,'5511943803885,,5.1,0,40,10/4/2019,10.146.118.193,'89551080137011329173,40,0,15/2/2019 21:42,Ativo
482,VIVO,'5511943791275,/ 864893031716850,5.1,0,40,25/3/2019,10.144.143.29,'89551080137011329165,3.858.979,1.39,5/8/2019 14:38,Ativo
483,VIVO,'5511943762818,/ 864893031715520,5.1,0,40,2/4/2019,10.144.162.19,'89551080137011329157,3.824.788,1.73,5/8/2019 15:44,Ativo
484,VIVO,'5511943745235,/ 864893031313630,5.1,0,40,26/3/2019,10.146.15.200,'89551080137011329140,3.990.631,0.09,4/8/2019 13:02,Ativo
485,VIVO,'5511943744783,/ 864893031719370,5.1,0,40,26/3/2019,10.144.121.78,'89551080137011329132,3.804.174,1.94,5/8/2019 14:52,Ativo
486,VIVO,'5511943711409,/ 864893031719030,5.1,0,40,10/4/2019,10.144.181.155,'89551080137011329124,3.970.341,0.29,5/8/2019 20:04,Ativo
487,VIVO,'5511943697026,/ 864893031717610,5.1,0,40,27/3/2019,10.145.49.114,'89551080137011329116,3.739.184,2.59,5/8/2019 14:43,Ativo
488,VIVO,'5511943683979,/ 868683029219890,5.1,0,40,29/3/2019,10.144.242.48,'89551080137011329108,3.520.599,4.79,5/8/2019 16:30,Ativo
489,VIVO,'5511943678843,/ 864893031717710,5.1,0,40,21/3/2019,10.144.77.50,'89551080137011329090,3.856.654,1.41,5/8/2019 17:26,Ativo
490,VIVO,'5511941518854,/ 864893031717720,5.1,0,40,14/2/2019,10.146.73.48,'89551080137011266094,3.763.448,2.35,5/8/2019 15:04,Ativo
491,VIVO,'5511941411453,/ 864893031717600,5.1,0,40,1/2/2019,10.146.215.84,'89551080237002375514,3.468.531,5.31,5/8/2019 16:46,Ativo
492,VIVO,'5511930550008,/ 864893031715550,5.1,0,40,14/2/2019,10.145.97.31,'89551080137011266060,389.619,1.03,5/8/2019 18:59,Ativo
